command,command_key,base_command,category,description,examples,source_line,source_page,canonical_source,source_files,status,duplicate_type,duplicate_of,quality_flags,confidence
source / .,source / .,source,Bash,Wykonuje w obecnej powłoce,source script.sh,13690,,runtime/knowledge/source/linux_master_library_v1.pdf,LINUX COMMAND,candidate,,,,high
source /etc/profile,source /etc/profile,source,Bash,reload profile. SAFE 281,source /etc/profile,13695,,runtime/knowledge/source/linux_master_library_v1.pdf,komendy,candidate,,,,high
source /opt/venv/bin/activate,source /opt/venv/bin/activate,source,Bash,activate venv. SAFE,source /opt/venv/bin/activate,13705,,runtime/knowledge/source/linux_master_library_v1.pdf,komendy,candidate,,,,high
source ~/.bashrc,source ~/.bashrc,source,Bash,Sekcja Komend,source ~/.bashrc,13710,,runtime/knowledge/source/linux_master_library_v1.pdf,RHCSA_Command_Library.pdf,candidate,,,weak_description,medium
star,star,star,Bash,Archiwizacja (xattr/ACL),star -c -f=backup.star /etc,13715,,runtime/knowledge/source/linux_master_library_v1.pdf,LINUX COMMAND,candidate,,,,high
stty,stty,stty,Bash,Ustawienia terminala,stty -a,13720,,runtime/knowledge/source/linux_master_library_v1.pdf,LINUX COMMAND,candidate,,,,high
tar,tar,tar,Bash,Sekcja Komend,tar,13725,,runtime/knowledge/source/linux_master_library_v1.pdf,RHCSA_Command_Library.pdf,duplicate_existing,canonical+command_index,tar,weak_description,high
tar --delete -f,tar --delete -f,tar,Bash,Sekcja Komend,tar --delete -f,13730,,runtime/knowledge/source/linux_master_library_v1.pdf,RHCSA_Command_Library.pdf,duplicate_existing,canonical+command_index,tar --delete -f,weak_description,high
tar --exclude-vcs,tar --exclude-vcs,tar,Bash,Sekcja Komend,tar --exclude-vcs,13735,,runtime/knowledge/source/linux_master_library_v1.pdf,RHCSA_Command_Library.pdf,duplicate_existing,canonical+command_index,tar --exclude-vcs,weak_description,high
tar --listed-incremental=snapshot.snar -czf inc.tar.gz /data # incremental,tar --listed-incremental=snapshot.snar -czf inc.tar.gz /data # incremental,tar,Bash,19.1 Narzędzia Backup 282,tar --listed-incremental=snapshot.snar -czf inc.tar.gz /data # incremental,13740,,runtime/knowledge/source/linux_master_library_v1.pdf,linux_engineering_book.md | linux_engineering_book.pdf,candidate,,,,high
tar -C,tar -C,tar,Bash,Rozpakowuje do katalogu,tar -xvf backup.tar -C /tmp,13750,,runtime/knowledge/source/linux_master_library_v1.pdf,LINUX COMMAND,candidate,,,,high
tar -cjvf,tar -cjvf,tar,Bash,Tworzy archiwum bzip2,tar -cjvf backup.tar.bz2 /etc,13755,,runtime/knowledge/source/linux_master_library_v1.pdf,LINUX COMMAND,candidate,,,,high
tar -cvJf,tar -cvJf,tar,Bash,Sekcja Komend,tar -cvJf,13760,,runtime/knowledge/source/linux_master_library_v1.pdf,RHCSA_Command_Library.pdf,duplicate_existing,canonical+command_index,tar -cvJf,weak_description,high
tar -cvf,tar -cvf,tar,Bash,Tworzy archiwum tar,tar -cvf backup.tar /etc,13765,,runtime/knowledge/source/linux_master_library_v1.pdf,LINUX COMMAND,candidate,,,,high
tar -cvf archive.tar,tar -cvf archive.tar,tar,Bash,Sekcja Komend,tar -cvf archive.tar,13770,,runtime/knowledge/source/linux_master_library_v1.pdf,RHCSA_Command_Library.pdf,duplicate_existing,canonical+command_index,tar -cvf archive.tar,weak_description,high
tar -cvjf,tar -cvjf,tar,Bash,Sekcja Komend,tar -cvjf,13775,,runtime/knowledge/source/linux_master_library_v1.pdf,RHCSA_Command_Library.pdf,duplicate_existing,canonical+command_index,tar -cvjf,weak_description,high
tar -cvzf,tar -cvzf,tar,Bash,Sekcja Komend,tar -cvzf,13780,,runtime/knowledge/source/linux_master_library_v1.pdf,RHCSA_Command_Library.pdf,duplicate_existing,canonical+command_index,tar -cvzf,weak_description,high
tar -czf - /path,tar -czf - /path,tar,Bash,Archiwum przez SSH unzip -o archive.zip Nadpisz istniejce pliki 283,tar -czf - /path,13785,,runtime/knowledge/source/linux_master_library_v1.pdf,RHCSA_Command_Library.pdf,candidate,,,,high
tar -czf arch.tar.gz,tar -czf arch.tar.gz,tar,Bash,Sekcja Komend,tar -czf arch.tar.gz,13795,,runtime/knowledge/source/linux_master_library_v1.pdf,RHCSA_Command_Library.pdf,duplicate_existing,canonical+command_index,tar -czf arch.tar.gz,weak_description,high
tar -czvf,tar -czvf,tar,Bash,Tworzy archiwum gzip,tar -czvf backup.tar.gz /etc,13800,,runtime/knowledge/source/linux_master_library_v1.pdf,LINUX COMMAND,candidate,,,,high
tar -rvf archive.tar,tar -rvf archive.tar,tar,Bash,Sekcja Komend,tar -rvf archive.tar,13805,,runtime/knowledge/source/linux_master_library_v1.pdf,RHCSA_Command_Library.pdf,duplicate_existing,canonical+command_index,tar -rvf archive.tar,weak_description,high
tar -tvf archive.tar,tar -tvf archive.tar,tar,Bash,Sekcja Komend,tar -tvf archive.tar,13810,,runtime/knowledge/source/linux_master_library_v1.pdf,RHCSA_Command_Library.pdf,duplicate_existing,canonical+command_index,tar -tvf archive.tar,weak_description,high
tar -tvzf,tar -tvzf,tar,Bash,Sekcja Komend,tar -tvzf,13815,,runtime/knowledge/source/linux_master_library_v1.pdf,RHCSA_Command_Library.pdf,duplicate_existing,canonical+command_index,tar -tvzf,weak_description,high
tar -uvf archive.tar,tar -uvf archive.tar,tar,Bash,Sekcja Komend,tar -uvf archive.tar,13820,,runtime/knowledge/source/linux_master_library_v1.pdf,RHCSA_Command_Library.pdf,duplicate_existing,canonical+command_index,tar -uvf archive.tar,weak_description,high
tar -xvJf,tar -xvJf,tar,Bash,Sekcja Komend,tar -xvJf,13825,,runtime/knowledge/source/linux_master_library_v1.pdf,RHCSA_Command_Library.pdf,duplicate_existing,canonical+command_index,tar -xvJf,weak_description,high
tar -xvf,tar -xvf,tar,Bash,Rozpakowuje archiwum tar 284,tar -xvf backup.tar,13830,,runtime/knowledge/source/linux_master_library_v1.pdf,LINUX COMMAND,candidate,,,,high
tar -xvf archive.tar,tar -xvf archive.tar,tar,Bash,Sekcja Komend,tar -xvf archive.tar,13840,,runtime/knowledge/source/linux_master_library_v1.pdf,RHCSA_Command_Library.pdf,duplicate_existing,canonical+command_index,tar -xvf archive.tar,weak_description,high
tar -xvjf,tar -xvjf,tar,Bash,Sekcja Komend,tar -xvjf,13845,,runtime/knowledge/source/linux_master_library_v1.pdf,RHCSA_Command_Library.pdf,duplicate_existing,canonical+command_index,tar -xvjf,weak_description,high
tar -xvzf,tar -xvzf,tar,Bash,Sekcja Komend,tar -xvzf,13850,,runtime/knowledge/source/linux_master_library_v1.pdf,RHCSA_Command_Library.pdf,duplicate_existing,canonical+command_index,tar -xvzf,weak_description,high
tar -xzvf,tar -xzvf,tar,Bash,Rozpakowuje gzip tar,tar -xzvf backup.tar.gz,13855,,runtime/knowledge/source/linux_master_library_v1.pdf,LINUX COMMAND,candidate,,,,high
tar czf /backup/$(hostname)-$(date +%Y%m%d-%H%M%S).tar.gz /important/data,tar czf /backup/$(hostname)-$(date +%Y%m%d-%H%M%S).tar.gz /important/data,tar,Bash,Dodatek A: Przydatne Jednowierszowce,tar czf /backup/$(hostname)-$(date +%Y%m%d-%H%M%S).tar.gz /important/data,13860,,runtime/knowledge/source/linux_master_library_v1.pdf,linux_engineering_book.md | linux_engineering_book.pdf,candidate,,,,high
tar czf backup-$(date +%Y%m%d).tar.gz /data # z datą,tar czf backup-$(date +%Y%m%d).tar.gz /data # z datą,tar,Bash,19.1 Narzędzia Backup,tar czf backup-$(date +%Y%m%d).tar.gz /data # z datą,13865,,runtime/knowledge/source/linux_master_library_v1.pdf,linux_engineering_book.md | linux_engineering_book.pdf,candidate,,,,high
tar czf backup.tar.gz /data # tworzenie,tar czf backup.tar.gz /data # tworzenie,tar,Bash,19.1 Narzędzia Backup,tar czf backup.tar.gz /data # tworzenie,13870,,runtime/knowledge/source/linux_master_library_v1.pdf,linux_engineering_book.md | linux_engineering_book.pdf,candidate,,,,high
tar xf linux-6.8.tar.xz,tar xf linux-6.8.tar.xz,tar,Bash,16.1 Pobieranie i Konfiguracja 285,tar xf linux-6.8.tar.xz,13875,,runtime/knowledge/source/linux_master_library_v1.pdf,linux_engineering_book.md | linux_engineering_book.pdf,candidate,,,,high
tar xzf backup.tar.gz -C /restore # rozpakowywanie,tar xzf backup.tar.gz -C /restore # rozpakowywanie,tar,Bash,19.1 Narzędzia Backup,tar xzf backup.tar.gz -C /restore # rozpakowywanie,13885,,runtime/knowledge/source/linux_master_library_v1.pdf,linux_engineering_book.md | linux_engineering_book.pdf,candidate,,,,high
tar xzvf backup.tar.gz -C /restore,tar xzvf backup.tar.gz -C /restore,tar,Bash,extract backup. CAUTION,tar xzvf backup.tar.gz -C /restore,13890,,runtime/knowledge/source/linux_master_library_v1.pdf,komendy,candidate,,,,high
tee,tee,tee,Bash,"Zapisuje do pliku i pokazuje na ekranie echo ""test"" \",tee,13895,,runtime/knowledge/source/linux_master_library_v1.pdf,LINUX COMMAND,candidate,,,,high
tee -a logfile,tee -a logfile,tee,Bash,append to file and stdout. SAFE,tee -a logfile,13901,,runtime/knowledge/source/linux_master_library_v1.pdf,komendy,candidate,,,,high
test,test,test,Bash,.gitlab-ci.yml (GitLab CI),test,13906,,runtime/knowledge/source/linux_master_library_v1.pdf,linux_engineering_book.pdf,candidate,,,,high
test -f file,test -f file,test,Bash,before .,test -f file,13911,,runtime/knowledge/source/linux_master_library_v1.pdf,komendy,candidate,,,,high
test -f file before touch file.',test -f file before touch file.',test,Bash,Idempotency Checks,test -f file` before `touch file`.,13916,,runtime/knowledge/source/linux_master_library_v1.pdf,komendy,candidate,,,,high
test / [,test / [,test,Bash,Testowanie warunków 286,test -f file,13921,,runtime/knowledge/source/linux_master_library_v1.pdf,LINUX COMMAND,candidate,,,,high
tput,tput,tput,Bash,Steruje terminalem,tput setaf 1,13931,,runtime/knowledge/source/linux_master_library_v1.pdf,LINUX COMMAND,candidate,,,,high
tr,tr,tr,Bash,Zamiana/zusuwanie znaków cat file \,,13936,,runtime/knowledge/source/linux_master_library_v1.pdf,LINUX COMMAND,candidate,,,,high
tr 'a-z' 'A-Z' < file,tr 'a-z' 'A-Z' < file,tr,Bash,character translate. SAFE,tr 'a-z' 'A-Z' < file,13941,,runtime/knowledge/source/linux_master_library_v1.pdf,komendy,candidate,,,,high
tr -d '\r',tr -d '\r',tr,Bash,delete carriage returns. SAFE,tr -d '\r',13946,,runtime/knowledge/source/linux_master_library_v1.pdf,komendy,candidate,,,,high
tr -s ' ',tr -s ' ',tr,Bash,squeeze repeats. SAFE,tr -s ' ',13951,,runtime/knowledge/source/linux_master_library_v1.pdf,komendy,candidate,,,,high
trap,trap,trap,Bash,Obsługa sygnałów,"trap ""echo exit""",13956,,runtime/knowledge/source/linux_master_library_v1.pdf,LINUX COMMAND,candidate,,,,high
trap 'cleanup; exit',trap 'cleanup; exit',trap,Bash,Przechwytywanie sygnałów w bash,trap 'cleanup; exit',13961,,runtime/knowledge/source/linux_master_library_v1.pdf,linux_engineering_book.md | linux_engineering_book.pdf,candidate,,,,high
"trap 'echo ""Caught","trap 'echo ""Caught",trap,Bash,Przechwytywanie sygnałów w bash 287,"trap 'echo ""Caught",13966,,runtime/knowledge/source/linux_master_library_v1.pdf,linux_engineering_book.md | linux_engineering_book.pdf,candidate,,,,high
"trap 'rm -f ""$tmpfile""'","trap 'rm -f ""$tmpfile""'",trap,Bash,cleanup on exit. SAFE,"trap 'rm -f ""$tmpfile""'",13976,,runtime/knowledge/source/linux_master_library_v1.pdf,komendy,candidate,,,,high
trap cleanup,trap cleanup,trap,Bash,10.3 Funkcje,trap cleanup,13981,,runtime/knowledge/source/linux_master_library_v1.pdf,linux_engineering_book.md | linux_engineering_book.pdf,candidate,,,,high
tty,tty,tty,Bash,Nazwa terminala,tty,13986,,runtime/knowledge/source/linux_master_library_v1.pdf,LINUX COMMAND,candidate,,,,high
unalias,unalias,unalias,Bash,Usuwa alias,unalias ll,13991,,runtime/knowledge/source/linux_master_library_v1.pdf,LINUX COMMAND,candidate,,,,high
unexpand,unexpand,unexpand,Bash,Zamienia spacje na tabulatory,unexpand -a file.txt,13996,,runtime/knowledge/source/linux_master_library_v1.pdf,LINUX COMMAND,candidate,,,,high
uniq,uniq,uniq,Bash,Usuwa/raportuje duplikaty sort file \,,14001,,runtime/knowledge/source/linux_master_library_v1.pdf,LINUX COMMAND,candidate,,,,high
uniq -c file # zlicz powtórzenia,uniq -c file # zlicz powtórzenia,uniq,Bash,10.4 Przetwarzanie Tekstu,uniq -c file # zlicz powtórzenia,14006,,runtime/knowledge/source/linux_master_library_v1.pdf,linux_engineering_book.md | linux_engineering_book.pdf,candidate,,,,high
unset,unset,unset,Bash,remove env var. SAFE 288,unset,14011,,runtime/knowledge/source/linux_master_library_v1.pdf,LINUX COMMAND | RHCSA_Command_Library.pdf | komendy,candidate,,,,high
unxz,unxz,unxz,Bash,Dekompresuje xz,unxz file.txt.xz,14021,,runtime/knowledge/source/linux_master_library_v1.pdf,LINUX COMMAND,candidate,,,,high
unzip,unzip,unzip,Bash,Rozpakowuje zip,unzip backup.zip,14026,,runtime/knowledge/source/linux_master_library_v1.pdf,LINUX COMMAND,candidate,,,,high
vim +/pattern,vim +/pattern,vim,Bash,Sekcja Komend,vim +/pattern,14031,,runtime/knowledge/source/linux_master_library_v1.pdf,RHCSA_Command_Library.pdf,duplicate_existing,canonical+command_index,vim +/pattern,weak_description,high
vim +10 file.txt,vim +10 file.txt,vim,Bash,Sekcja Komend,vim +10 file.txt,14036,,runtime/knowledge/source/linux_master_library_v1.pdf,RHCSA_Command_Library.pdf,duplicate_existing,canonical+command_index,vim +10 file.txt,weak_description,high
vim -R file.txt,vim -R file.txt,vim,Bash,Sekcja Komend,vim -R file.txt,14041,,runtime/knowledge/source/linux_master_library_v1.pdf,RHCSA_Command_Library.pdf,duplicate_existing,canonical+command_index,vim -R file.txt,weak_description,high
vim -d file1 file2,vim -d file1 file2,vim,Bash,Sekcja Komend,vim -d file1 file2,14046,,runtime/knowledge/source/linux_master_library_v1.pdf,RHCSA_Command_Library.pdf,duplicate_existing,canonical+command_index,vim -d file1 file2,weak_description,high
vim -u,vim -u,vim,Bash,Sekcja Komend,vim -u,14051,,runtime/knowledge/source/linux_master_library_v1.pdf,RHCSA_Command_Library.pdf,candidate,,,weak_description,medium
vim / vi,vim / vi,vim,Bash,Zaawansowany edytor 289,vim /etc/hosts,14056,,runtime/knowledge/source/linux_master_library_v1.pdf,LINUX COMMAND,candidate,,,,high
vim file.txt,vim file.txt,vim,Bash,Sekcja Komend,vim file.txt,14066,,runtime/knowledge/source/linux_master_library_v1.pdf,RHCSA_Command_Library.pdf,duplicate_existing,canonical+command_index,vim file.txt,weak_description,high
wc,wc,wc,Bash,"Liczy linie, słowa, bajty",wc -l /etc/passwd,14071,,runtime/knowledge/source/linux_master_library_v1.pdf,LINUX COMMAND,duplicate_existing,command_index,wc,,high
wc -l file # liczba linii,wc -l file # liczba linii,wc,Bash,10.4 Przetwarzanie Tekstu,wc -l file # liczba linii,14076,,runtime/knowledge/source/linux_master_library_v1.pdf,linux_engineering_book.md | linux_engineering_book.pdf,candidate,,,,high
wc file.txt,wc file.txt,wc,Bash,Sekcja Komend,wc file.txt,14081,,runtime/knowledge/source/linux_master_library_v1.pdf,RHCSA_Command_Library.pdf,candidate,,,weak_description,medium
whatis,whatis,whatis,Bash,Krótki opis komendy,whatis ls,14086,,runtime/knowledge/source/linux_master_library_v1.pdf,LINUX COMMAND,candidate,,,,high
xz,xz,xz,Bash,Kompresuje xz,xz file.txt,14091,,runtime/knowledge/source/linux_master_library_v1.pdf,LINUX COMMAND,candidate,,,,high
xzcat,xzcat,xzcat,Bash,Wyświetla xz,xzcat file.txt.xz,14096,,runtime/knowledge/source/linux_master_library_v1.pdf,LINUX COMMAND,candidate,,,,high
zcat,zcat,zcat,Bash,Wyświetla skompresowany plik 290,zcat file.txt.gz,14101,,runtime/knowledge/source/linux_master_library_v1.pdf,LINUX COMMAND,candidate,,,,high
zip,zip,zip,Bash,Tworzy zip,zip backup.zip file1 file2,14111,,runtime/knowledge/source/linux_master_library_v1.pdf,LINUX COMMAND,candidate,,,,high
/etc/ssh/ssh_config,/etc/ssh/ssh_config,/etc/ssh/ssh_config,SSH,Konfig klienta SSH,/etc/ssh/ssh_config,14117,291,runtime/knowledge/source/linux_master_library_v1.pdf,LINUX COMMAND,malformed,,,path_not_command,none
/etc/ssh/sshd_config,/etc/ssh/sshd_config,/etc/ssh/sshd_config,SSH,Always backup before edits.,/etc/ssh/sshd_config,14122,291,runtime/knowledge/source/linux_master_library_v1.pdf,LINUX COMMAND | RHCSA_Command_Library.pdf | komendy,malformed,,,path_not_command,none
"nft add rule inet edge_firewall inbound tcp dport { 22, 443 } ct state new accept","nft add rule inet edge_firewall inbound tcp dport { 22, 443 } ct state new accept",nft,SSH,Otwarcie portów dla usług SSH oraz HTTPS pod warunkiem inicjalizacji nowego połączenia (New),"nft add rule inet edge_firewall inbound tcp dport { 22, 443 } ct state new accept",14127,,runtime/knowledge/source/linux_master_library_v1.pdf,encyklopedia_inzynierii_linux.html | encyklopedia_inzynierii_linux.pdf,candidate,,,,high
scp,scp,scp,SSH,Kopiowanie przez SSH,scp file.txt user@host:/tmp | scp file user@server:/tmp | scp file user@host:/path,14132,291,runtime/knowledge/source/linux_master_library_v1.pdf,LINUX COMMAND,duplicate_existing,canonical+command_index,scp,,high
scp -P,scp -P,scp,SSH,Inny port SCP,scp -P 2222 file user@host:/tmp,14139,291,runtime/knowledge/source/linux_master_library_v1.pdf,LINUX COMMAND,candidate,,,,high
scp -P 2222 file.txt user@host:/path/,scp -P 2222 file.txt user@host:/path/,scp,SSH,secure copy. SAFE,scp -P 2222 file.txt user@host:/path/,14144,291,runtime/knowledge/source/linux_master_library_v1.pdf,komendy,candidate,,,,high
scp -r,scp -r,scp,SSH,Kopiowanie katalogu 291,scp -r /local user@server:/remote,14149,291,runtime/knowledge/source/linux_master_library_v1.pdf,LINUX COMMAND,candidate,,,,high
scp -r /etc root@host:/tmp,scp -r /etc root@host:/tmp,scp,SSH,copying sensitive configs.,scp -r /etc root@host:/tmp,14159,292,runtime/knowledge/source/linux_master_library_v1.pdf,komendy,candidate,,,,high
scp -r /etc root@host:/tmp copying sensitive configs.',scp -r /etc root@host:/tmp copying sensitive configs.',scp,SSH,Dangerous Mistakes,scp -r /etc root@host:/tmp` copying sensitive configs.,14164,292,runtime/knowledge/source/linux_master_library_v1.pdf,komendy,candidate,,,weak_description,medium
sftp,sftp,sftp,SSH,Interaktywny transfer SFTP,sftp user@host | sftp user@server,14169,292,runtime/knowledge/source/linux_master_library_v1.pdf,LINUX COMMAND,candidate,,,,high
sftp -P,sftp -P,sftp,SSH,Inny port SFTP,sftp -P 2222 user@host,14175,292,runtime/knowledge/source/linux_master_library_v1.pdf,LINUX COMMAND,candidate,,,,high
sftp user@host,sftp user@host,sftp,SSH,interactive SFTP. SAFE,sftp user@host,14180,292,runtime/knowledge/source/linux_master_library_v1.pdf,komendy,candidate,,,,high
ssh,ssh,ssh,SSH,Zdalna powłoka,ssh user@server,14185,292,runtime/knowledge/source/linux_master_library_v1.pdf,LINUX COMMAND,duplicate_existing,command_index,ssh,,high
"ssh $host ""uptime"" &","ssh $host ""uptime"" &",ssh,SSH,28.1 Bash — Zaawansowane Techniki,"ssh $host ""uptime"" &",14190,292,runtime/knowledge/source/linux_master_library_v1.pdf,linux_engineering_book.md | linux_engineering_book.pdf,candidate,,,,high
ssh -A user@host,ssh -A user@host,ssh,SSH,Sekcja Komend 292,ssh -A user@host,14195,292,runtime/knowledge/source/linux_master_library_v1.pdf,RHCSA_Command_Library.pdf,duplicate_existing,canonical+command_index,ssh -A user@host,,high
ssh -D,ssh -D,ssh,SSH,Dynamiczny SOCKS proxy,ssh -D 1080 user@server,14205,293,runtime/knowledge/source/linux_master_library_v1.pdf,LINUX COMMAND,duplicate_existing,canonical+command_index,ssh -D,,high
ssh -D,ssh -D,ssh,SSH,Sekcja Komend,ssh -D 1080,14210,293,runtime/knowledge/source/linux_master_library_v1.pdf,RHCSA_Command_Library.pdf,duplicate_existing,canonical+command_index+candidate_internal,ssh -D,weak_description,high
ssh -D 1080 user@host,ssh -D 1080 user@host,ssh,SSH,dynamic SOCKS proxy. CAUTION,ssh -D 1080 user@host,14215,293,runtime/knowledge/source/linux_master_library_v1.pdf,komendy,candidate,,,,high
ssh -J bastion user@internal,ssh -J bastion user@internal,ssh,SSH,jump host. SAFE,ssh -J bastion user@internal,14220,293,runtime/knowledge/source/linux_master_library_v1.pdf,komendy,candidate,,,,high
ssh -J jumphost,ssh -J jumphost,ssh,SSH,Sekcja Komend,ssh -J jumphost,14225,293,runtime/knowledge/source/linux_master_library_v1.pdf,RHCSA_Command_Library.pdf,duplicate_existing,canonical+command_index,ssh -J jumphost,weak_description,high
ssh -L,ssh -L,ssh,SSH,Lokalny port forwarding,ssh -L 8080:localhost:80 user@server | ssh -L,14230,293,runtime/knowledge/source/linux_master_library_v1.pdf,LINUX COMMAND | RHCSA_Command_Library.pdf,duplicate_existing,canonical+command_index,ssh -L,,high
ssh -L 8080:localhost:80 user@host,ssh -L 8080:localhost:80 user@host,ssh,SSH,local port forward. CAUTION,ssh -L 8080:localhost:80 user@host,14236,293,runtime/knowledge/source/linux_master_library_v1.pdf,komendy,candidate,,,,high
ssh -N -f -L,ssh -N -f -L,ssh,SSH,Sekcja Komend 293,ssh -N -f -L,14241,293,runtime/knowledge/source/linux_master_library_v1.pdf,RHCSA_Command_Library.pdf,duplicate_existing,canonical+command_index,ssh -N -f -L,,high
ssh -R,ssh -R,ssh,SSH,Zdalny port forwarding,ssh -R 9090:localhost:3000 user@server | ssh -R,14251,294,runtime/knowledge/source/linux_master_library_v1.pdf,LINUX COMMAND | RHCSA_Command_Library.pdf,duplicate_existing,canonical+command_index,ssh -R,,high
ssh -R 9090:localhost:3000 user@host,ssh -R 9090:localhost:3000 user@host,ssh,SSH,remote port forward. CAUTION,ssh -R 9090:localhost:3000 user@host,14257,294,runtime/knowledge/source/linux_master_library_v1.pdf,komendy,candidate,,,,high
ssh -X,ssh -X,ssh,SSH,X11 forwarding,ssh -X user@server,14262,294,runtime/knowledge/source/linux_master_library_v1.pdf,LINUX COMMAND,candidate,,,,high
ssh -X user@host,ssh -X user@host,ssh,SSH,Sekcja Komend,ssh -X user@host,14267,294,runtime/knowledge/source/linux_master_library_v1.pdf,RHCSA_Command_Library.pdf,duplicate_existing,canonical+command_index,ssh -X user@host,weak_description,high
ssh -i,ssh -i,ssh,SSH,Klucz prywatny,ssh -i ~/.ssh/id_rsa user@server | ssh -i,14272,294,runtime/knowledge/source/linux_master_library_v1.pdf,LINUX COMMAND | RHCSA_Command_Library.pdf,duplicate_existing,canonical+command_index,ssh -i,,high
ssh -i ~/.ssh/id_ed25519 user@host,ssh -i ~/.ssh/id_ed25519 user@host,ssh,SSH,specific key. SAFE,ssh -i ~/.ssh/id_ed25519 user@host,14278,294,runtime/knowledge/source/linux_master_library_v1.pdf,komendy,candidate,,,,high
ssh -o,ssh -o,ssh,SSH,bypass host key check. DANGEROUS,ssh -o,14283,294,runtime/knowledge/source/linux_master_library_v1.pdf,LINUX COMMAND | RHCSA_Command_Library.pdf | komendy,duplicate_existing,canonical+command_index,ssh -o,,high
ssh -p,ssh -p,ssh,SSH,Inny port 294,ssh -p 2222 user@server,14288,294,runtime/knowledge/source/linux_master_library_v1.pdf,LINUX COMMAND,duplicate_existing,canonical+command_index,ssh -p,,high
ssh -p,ssh -p,ssh,SSH,Sekcja Komend,ssh -p 2222,14298,295,runtime/knowledge/source/linux_master_library_v1.pdf,RHCSA_Command_Library.pdf,duplicate_existing,canonical+command_index+candidate_internal,ssh -p,weak_description,high
ssh -p 2222 user@host,ssh -p 2222 user@host,ssh,SSH,alternate port. SAFE,ssh -p 2222 user@host,14303,295,runtime/knowledge/source/linux_master_library_v1.pdf,komendy,candidate,,,,high
ssh -t user@host,ssh -t user@host,ssh,SSH,Sekcja Komend,ssh -t user@host,14308,295,runtime/knowledge/source/linux_master_library_v1.pdf,RHCSA_Command_Library.pdf,duplicate_existing,canonical+command_index,ssh -t user@host,weak_description,high
ssh -v user@host,ssh -v user@host,ssh,SSH,Sekcja Komend,ssh -v user@host,14313,295,runtime/knowledge/source/linux_master_library_v1.pdf,RHCSA_Command_Library.pdf,duplicate_existing,canonical+command_index,ssh -v user@host,weak_description,high
ssh -vvv user@host,ssh -vvv user@host,ssh,SSH,Sekcja Komend,ssh -vvv user@host,14318,295,runtime/knowledge/source/linux_master_library_v1.pdf,RHCSA_Command_Library.pdf,duplicate_existing,canonical+command_index,ssh -vvv user@host,weak_description,high
ssh user@host 'cat >,ssh user@host 'cat >,ssh,SSH,Sekcja Komend,ssh user@host 'cat >,14323,295,runtime/knowledge/source/linux_master_library_v1.pdf,RHCSA_Command_Library.pdf,candidate,,,weak_description,medium
ssh user@hostname,ssh user@hostname,ssh,SSH,Sekcja Komend,ssh user@hostname,14328,295,runtime/knowledge/source/linux_master_library_v1.pdf,RHCSA_Command_Library.pdf,duplicate_existing,canonical+command_index,ssh user@hostname,weak_description,high
ssh-add,ssh-add,ssh-add,SSH,Dodaje klucz do agenta 295,ssh-add ~/.ssh/id_rsa | ssh-add,14333,295,runtime/knowledge/source/linux_master_library_v1.pdf,LINUX COMMAND | RHCSA_Command_Library.pdf,duplicate_existing,canonical+command_index,ssh-add,,high
ssh-add -D,ssh-add -D,ssh-add,SSH,Usuwa wszystkie klucze,ssh-add -D,14344,296,runtime/knowledge/source/linux_master_library_v1.pdf,LINUX COMMAND,candidate,,,,high
ssh-add -l,ssh-add -l,ssh-add,SSH,list loaded keys. SAFE,ssh-add -l,14349,296,runtime/knowledge/source/linux_master_library_v1.pdf,LINUX COMMAND | RHCSA_Command_Library.pdf | komendy,candidate,,,,high
ssh-add ~/.ssh/id_ed25519,ssh-add ~/.ssh/id_ed25519,ssh-add,SSH,add key to agent. SAFE,ssh-add ~/.ssh/id_ed25519,14354,296,runtime/knowledge/source/linux_master_library_v1.pdf,komendy,candidate,,,,high
ssh-agent,ssh-agent,ssh-agent,SSH,Agent kluczy,ssh-agent,14359,296,runtime/knowledge/source/linux_master_library_v1.pdf,LINUX COMMAND,candidate,,,,high
ssh-agent -k,ssh-agent -k,ssh-agent,SSH,Kill agent,ssh-agent -k,14364,296,runtime/knowledge/source/linux_master_library_v1.pdf,LINUX COMMAND,candidate,,,,high
ssh-agent -s,ssh-agent -s,ssh-agent,SSH,start agent. SAFE,ssh-agent -s,14369,296,runtime/knowledge/source/linux_master_library_v1.pdf,komendy,candidate,,,,high
ssh-copy-id,ssh-copy-id,ssh-copy-id,SSH,Kopiuje klucz publiczny,ssh-copy-id user@server | ssh-copy-id,14374,296,runtime/knowledge/source/linux_master_library_v1.pdf,LINUX COMMAND | RHCSA_Command_Library.pdf,duplicate_existing,canonical+command_index,ssh-copy-id,,high
ssh-copy-id -i,ssh-copy-id -i,ssh-copy-id,SSH,Sekcja Komend 296,ssh-copy-id -i,14380,296,runtime/knowledge/source/linux_master_library_v1.pdf,RHCSA_Command_Library.pdf,candidate,,,,high
ssh-copy-id -i ~/.ssh/id_ed25519.pub user@host,ssh-copy-id -i ~/.ssh/id_ed25519.pub user@host,ssh-copy-id,SSH,install public key. SAFE,ssh-copy-id -i ~/.ssh/id_ed25519.pub user@host,14390,297,runtime/knowledge/source/linux_master_library_v1.pdf,komendy,candidate,,,,high
