path,file_type,size_bytes,tracked_by_git,classification_label,authority_role,contamination_risk,duplicate_authority_risk,generated_runtime,external_model_output,rhcsa_or_linux_knowledge,recommended_action,notes
reports/forensic_export/source_export/runtime/knowledge/extracted/linux_master_library_v1.txt,.txt,797025,yes,external-model-output,rendered/exported audit artifact,high,high,False,True,True,exclude from evidence/canonical ingestion,
reports/forensic_export/source_export/runtime/knowledge/filesystem/README.md,.md,835,yes,external-model-output,rendered/exported audit artifact,high,high,False,True,True,exclude from evidence/canonical ingestion,
reports/forensic_export/source_export/runtime/knowledge/filesystem/archiwizacja-i-kompresja.md,.md,8646,yes,external-model-output,rendered/exported audit artifact,high,high,False,True,True,exclude from evidence/canonical ingestion,
reports/forensic_export/source_export/runtime/knowledge/filesystem/edytor-vim.md,.md,17661,yes,external-model-output,rendered/exported audit artifact,high,high,False,True,True,exclude from evidence/canonical ingestion,
reports/forensic_export/source_export/runtime/knowledge/filesystem/nawigacja-po-systemie-plikow.md,.md,9395,yes,external-model-output,rendered/exported audit artifact,high,high,False,True,True,exclude from evidence/canonical ingestion,
reports/forensic_export/source_export/runtime/knowledge/filesystem/operacje-na-plikach-i-katalogach.md,.md,10273,yes,external-model-output,rendered/exported audit artifact,high,high,False,True,True,exclude from evidence/canonical ingestion,
reports/forensic_export/source_export/runtime/knowledge/filesystem/przegldanie-zawartoci-plikow.md,.md,2285,yes,external-model-output,rendered/exported audit artifact,high,high,False,True,True,exclude from evidence/canonical ingestion,
reports/forensic_export/source_export/runtime/knowledge/filesystem/wyszukiwanie-plikow.md,.md,16184,yes,external-model-output,rendered/exported audit artifact,high,high,False,True,True,exclude from evidence/canonical ingestion,
reports/forensic_export/source_export/runtime/knowledge/index/command_index.json,.json,130492,yes,external-model-output,rendered/exported audit artifact,high,high,False,True,True,exclude from evidence/canonical ingestion,
reports/forensic_export/source_export/runtime/knowledge/index/command_index_template.csv,.csv,92,yes,external-model-output,rendered/exported audit artifact,high,high,False,True,True,exclude from evidence/canonical ingestion,
reports/forensic_export/source_export/runtime/knowledge/injection/injected_context.json,.json,202,yes,external-model-output,rendered/exported audit artifact,high,high,False,True,True,exclude from evidence/canonical ingestion,
reports/forensic_export/source_export/runtime/knowledge/lvm/README.md,.md,317,yes,external-model-output,rendered/exported audit artifact,high,high,False,True,True,exclude from evidence/canonical ingestion,
reports/forensic_export/source_export/runtime/knowledge/lvm/lvm-logical-volume-manager.md,.md,5854,yes,external-model-output,rendered/exported audit artifact,high,high,False,True,True,exclude from evidence/canonical ingestion,
reports/forensic_export/source_export/runtime/knowledge/manifests/library_manifest.yaml,.yaml,995,yes,external-model-output,rendered/exported audit artifact,high,high,False,True,True,exclude from evidence/canonical ingestion,
reports/forensic_export/source_export/runtime/knowledge/networking/README.md,.md,705,yes,external-model-output,rendered/exported audit artifact,high,high,False,True,True,exclude from evidence/canonical ingestion,
reports/forensic_export/source_export/runtime/knowledge/networking/nfs-i-autofs.md,.md,5447,yes,external-model-output,rendered/exported audit artifact,high,high,False,True,True,exclude from evidence/canonical ingestion,
reports/forensic_export/source_export/runtime/knowledge/networking/samba-i-nfs-klient.md,.md,2878,yes,external-model-output,rendered/exported audit artifact,high,high,False,True,True,exclude from evidence/canonical ingestion,
reports/forensic_export/source_export/runtime/knowledge/networking/sie-konfiguracja-i-diagnostyka.md,.md,14374,yes,external-model-output,rendered/exported audit artifact,high,high,False,True,True,exclude from evidence/canonical ingestion,
reports/forensic_export/source_export/runtime/knowledge/networking/ssh-i-dostp-zdalny.md,.md,13850,yes,external-model-output,rendered/exported audit artifact,high,high,False,True,True,exclude from evidence/canonical ingestion,
reports/forensic_export/source_export/runtime/knowledge/networking/zapora-ogniowa-firewalld.md,.md,9674,yes,external-model-output,rendered/exported audit artifact,high,high,False,True,True,exclude from evidence/canonical ingestion,
reports/forensic_export/source_export/runtime/knowledge/parsed/rhcsa_sections.json,.json,48865,yes,external-model-output,rendered/exported audit artifact,high,high,False,True,True,exclude from evidence/canonical ingestion,
reports/forensic_export/source_export/runtime/knowledge/permissions/README.md,.md,360,yes,external-model-output,rendered/exported audit artifact,high,high,False,True,True,exclude from evidence/canonical ingestion,
reports/forensic_export/source_export/runtime/knowledge/permissions/uprawnienia-i-wasno-plikow.md,.md,11889,yes,external-model-output,rendered/exported audit artifact,high,high,False,True,True,exclude from evidence/canonical ingestion,
reports/forensic_export/source_export/runtime/knowledge/podman/README.md,.md,323,yes,external-model-output,rendered/exported audit artifact,high,high,False,True,True,exclude from evidence/canonical ingestion,
reports/forensic_export/source_export/runtime/knowledge/podman/kontenery-podman.md,.md,35613,yes,external-model-output,rendered/exported audit artifact,high,high,False,True,True,exclude from evidence/canonical ingestion,
reports/forensic_export/source_export/runtime/knowledge/provenance/PROVENANCE_POLICY.md,.md,1725,yes,external-model-output,rendered/exported audit artifact,high,high,False,True,True,exclude from evidence/canonical ingestion,
reports/forensic_export/source_export/runtime/knowledge/raw/rhcsa_raw.txt,.txt,198795,yes,external-model-output,rendered/exported audit artifact,high,high,False,True,True,exclude from evidence/canonical ingestion,
reports/forensic_export/source_export/runtime/knowledge/reports/category_distribution.md,.md,383,yes,external-model-output,rendered/exported audit artifact,high,high,False,True,True,exclude from evidence/canonical ingestion,
reports/forensic_export/source_export/runtime/knowledge/reports/deduplication_report.md,.md,2753,yes,external-model-output,rendered/exported audit artifact,high,high,False,True,True,exclude from evidence/canonical ingestion,
reports/forensic_export/source_export/runtime/knowledge/reports/parsing_quality_report.md,.md,5457,yes,external-model-output,rendered/exported audit artifact,high,high,False,True,True,exclude from evidence/canonical ingestion,
reports/forensic_export/source_export/runtime/knowledge/reports/retrieval_engine_report.md,.md,3764,yes,external-model-output,rendered/exported audit artifact,high,high,False,True,True,exclude from evidence/canonical ingestion,
reports/forensic_export/source_export/runtime/knowledge/rhcsa_engine.py,.py,6688,yes,external-model-output,rendered/exported audit artifact,high,high,False,True,True,exclude from evidence/canonical ingestion,
reports/forensic_export/source_export/runtime/knowledge/schema/command.schema.json,.json,2467,yes,external-model-output,rendered/exported audit artifact,high,high,False,True,True,exclude from evidence/canonical ingestion,
reports/forensic_export/source_export/runtime/knowledge/selinux/README.md,.md,307,yes,external-model-output,rendered/exported audit artifact,high,high,False,True,True,exclude from evidence/canonical ingestion,
reports/forensic_export/source_export/runtime/knowledge/selinux/selinux.md,.md,11784,yes,external-model-output,rendered/exported audit artifact,high,high,False,True,True,exclude from evidence/canonical ingestion,
reports/forensic_export/source_export/runtime/knowledge/storage/README.md,.md,565,yes,external-model-output,rendered/exported audit artifact,high,high,False,True,True,exclude from evidence/canonical ingestion,
reports/forensic_export/source_export/runtime/knowledge/storage/przechowywanie-danych-dyski-i-partycje.md,.md,2736,yes,external-model-output,rendered/exported audit artifact,high,high,False,True,True,exclude from evidence/canonical ingestion,
reports/forensic_export/source_export/runtime/knowledge/storage/systemy-plikow-i-montowanie.md,.md,6784,yes,external-model-output,rendered/exported audit artifact,high,high,False,True,True,exclude from evidence/canonical ingestion,
reports/forensic_export/source_export/runtime/knowledge/storage/zarzdzanie-dyskami-raid.md,.md,3158,yes,external-model-output,rendered/exported audit artifact,high,high,False,True,True,exclude from evidence/canonical ingestion,
reports/forensic_export/source_export/runtime/knowledge/systemd/README.md,.md,637,yes,external-model-output,rendered/exported audit artifact,high,high,False,True,True,exclude from evidence/canonical ingestion,
reports/forensic_export/source_export/runtime/knowledge/systemd/boot-i-grub.md,.md,9827,yes,external-model-output,rendered/exported audit artifact,high,high,False,True,True,exclude from evidence/canonical ingestion,
reports/forensic_export/source_export/runtime/knowledge/systemd/cron-i-harmonogramowanie-zada.md,.md,8417,yes,external-model-output,rendered/exported audit artifact,high,high,False,True,True,exclude from evidence/canonical ingestion,
reports/forensic_export/source_export/runtime/knowledge/systemd/systemd-i-zarzdzanie-usugami.md,.md,20275,yes,external-model-output,rendered/exported audit artifact,high,high,False,True,True,exclude from evidence/canonical ingestion,
reports/forensic_export/source_export/runtime/knowledge/systemd/zarzdzanie-pakietami-dnf-rpm.md,.md,25165,yes,external-model-output,rendered/exported audit artifact,high,high,False,True,True,exclude from evidence/canonical ingestion,
reports/forensic_export/source_export/runtime/knowledge/tools/CANONICAL_BUILDER_README.md,.md,1274,yes,external-model-output,rendered/exported audit artifact,high,high,False,True,True,exclude from evidence/canonical ingestion,
reports/forensic_export/source_export/runtime/knowledge/tools/CONTEXT_PACK_README.md,.md,1279,yes,external-model-output,rendered/exported audit artifact,high,high,False,True,True,exclude from evidence/canonical ingestion,
reports/forensic_export/source_export/runtime/knowledge/tools/INDEX_BUILDER_README.md,.md,1090,yes,external-model-output,rendered/exported audit artifact,high,high,False,True,True,exclude from evidence/canonical ingestion,
reports/forensic_export/source_export/runtime/knowledge/tools/INJECTION_LAYER_README.md,.md,1142,yes,external-model-output,rendered/exported audit artifact,high,high,False,True,True,exclude from evidence/canonical ingestion,
reports/forensic_export/source_export/runtime/knowledge/tools/README.md,.md,1165,yes,external-model-output,rendered/exported audit artifact,high,high,False,True,True,exclude from evidence/canonical ingestion,
reports/forensic_export/source_export/runtime/knowledge/tools/SECTION_PARSER_README.md,.md,1187,yes,external-model-output,rendered/exported audit artifact,high,high,False,True,True,exclude from evidence/canonical ingestion,
reports/forensic_export/source_export/runtime/knowledge/tools/candidate_index_loader.py,.py,17798,yes,external-model-output,rendered/exported audit artifact,high,high,False,True,True,exclude from evidence/canonical ingestion,
reports/forensic_export/source_export/runtime/knowledge/tools/canonical_builder.py,.py,5951,yes,external-model-output,rendered/exported audit artifact,high,high,False,True,True,exclude from evidence/canonical ingestion,
reports/forensic_export/source_export/runtime/knowledge/tools/context_injector.py,.py,7102,yes,external-model-output,rendered/exported audit artifact,high,high,False,True,True,exclude from evidence/canonical ingestion,
reports/forensic_export/source_export/runtime/knowledge/tools/context_pack_builder.py,.py,8220,yes,external-model-output,rendered/exported audit artifact,high,high,False,True,True,exclude from evidence/canonical ingestion,
reports/forensic_export/source_export/runtime/knowledge/tools/index_builder.py,.py,5228,yes,external-model-output,rendered/exported audit artifact,high,high,False,True,True,exclude from evidence/canonical ingestion,
reports/forensic_export/source_export/runtime/knowledge/tools/markdown_kb_builder.py,.py,14211,yes,external-model-output,rendered/exported audit artifact,high,high,False,True,True,exclude from evidence/canonical ingestion,
reports/forensic_export/source_export/runtime/knowledge/tools/pdf_extract.py,.py,3318,yes,external-model-output,rendered/exported audit artifact,high,high,False,True,True,exclude from evidence/canonical ingestion,
reports/forensic_export/source_export/runtime/knowledge/tools/section_parser.py,.py,6321,yes,external-model-output,rendered/exported audit artifact,high,high,False,True,True,exclude from evidence/canonical ingestion,
reports/forensic_export/source_export/runtime/knowledge/troubleshooting/README.md,.md,824,yes,external-model-output,rendered/exported audit artifact,high,high,False,True,True,exclude from evidence/canonical ingestion,
reports/forensic_export/source_export/runtime/knowledge/troubleshooting/diagnostyka-i-narzdzia-systemowe.md,.md,6570,yes,external-model-output,rendered/exported audit artifact,high,high,False,True,True,exclude from evidence/canonical ingestion,
reports/forensic_export/source_export/runtime/knowledge/troubleshooting/dodatkowe-narzdzia-administracyjne.md,.md,10308,yes,external-model-output,rendered/exported audit artifact,high,high,False,True,True,exclude from evidence/canonical ingestion,
reports/forensic_export/source_export/runtime/knowledge/troubleshooting/informacje-o-systemie.md,.md,6657,yes,external-model-output,rendered/exported audit artifact,high,high,False,True,True,exclude from evidence/canonical ingestion,
reports/forensic_export/source_export/runtime/knowledge/troubleshooting/logowanie-i-monitorowanie-systemu.md,.md,6981,yes,external-model-output,rendered/exported audit artifact,high,high,False,True,True,exclude from evidence/canonical ingestion,
reports/forensic_export/source_export/runtime/knowledge/troubleshooting/zarzdzanie-procesami.md,.md,6250,yes,external-model-output,rendered/exported audit artifact,high,high,False,True,True,exclude from evidence/canonical ingestion,
reports/forensic_export/source_export/runtime/knowledge/users/README.md,.md,398,yes,external-model-output,rendered/exported audit artifact,high,high,False,True,True,exclude from evidence/canonical ingestion,
reports/forensic_export/source_export/runtime/knowledge/users/zarzdzanie-grupami.md,.md,1737,yes,external-model-output,rendered/exported audit artifact,high,high,False,True,True,exclude from evidence/canonical ingestion,
reports/forensic_export/source_export/runtime/knowledge/users/zarzdzanie-uytkownikami.md,.md,16125,yes,external-model-output,rendered/exported audit artifact,high,high,False,True,True,exclude from evidence/canonical ingestion,
reports/forensic_export/source_export/runtime/knowledge/validator/__init__.py,.py,46,yes,external-model-output,rendered/exported audit artifact,high,high,False,True,True,exclude from evidence/canonical ingestion,
reports/forensic_export/source_export/runtime/knowledge/validator/validation_report.md,.md,773,yes,external-model-output,rendered/exported audit artifact,high,high,False,True,True,exclude from evidence/canonical ingestion,
reports/forensic_export/source_export/runtime/knowledge/validator/validation_rules.py,.py,1353,yes,external-model-output,rendered/exported audit artifact,high,high,False,True,True,exclude from evidence/canonical ingestion,
reports/forensic_export/source_export/runtime/knowledge/validator/validator.py,.py,8047,yes,external-model-output,rendered/exported audit artifact,high,high,False,True,True,exclude from evidence/canonical ingestion,
reports/forensic_export/source_export/runtime/main.py,.py,43421,yes,external-model-output,rendered/exported audit artifact,high,high,False,True,False,exclude from evidence/canonical ingestion,
reports/forensic_export/source_export/runtime/memory/__init__.py,.py,57,yes,external-model-output,rendered/exported audit artifact,high,high,False,True,False,exclude from evidence/canonical ingestion,
reports/forensic_export/source_export/runtime/memory/gemma_worker_memory.py,.py,1328,yes,external-model-output,rendered/exported audit artifact,high,high,False,True,False,exclude from evidence/canonical ingestion,
reports/forensic_export/source_export/runtime/memory/hats/coding.json,.json,258,yes,external-model-output,rendered/exported audit artifact,high,high,False,True,False,exclude from evidence/canonical ingestion,
reports/forensic_export/source_export/runtime/memory/hats/linux.json,.json,273,yes,external-model-output,rendered/exported audit artifact,high,high,False,True,True,exclude from evidence/canonical ingestion,
reports/forensic_export/source_export/runtime/memory/hats/research.json,.json,254,yes,external-model-output,rendered/exported audit artifact,high,high,False,True,False,exclude from evidence/canonical ingestion,
reports/forensic_export/source_export/runtime/memory/rhcsa_context.py,.py,1423,yes,external-model-output,rendered/exported audit artifact,high,high,False,True,True,exclude from evidence/canonical ingestion,
reports/forensic_export/source_export/runtime/obsidian_vault/.obsidian/app.json,.json,68,yes,external-model-output,rendered/exported audit artifact,high,high,False,True,False,exclude from evidence/canonical ingestion,
reports/forensic_export/source_export/runtime/obsidian_vault/00_START_HERE.md,.md,227,yes,external-model-output,rendered/exported audit artifact,high,high,False,True,False,exclude from evidence/canonical ingestion,
reports/forensic_export/source_export/runtime/obsidian_vault/Daily/2026-05-23.md,.md,1529,yes,external-model-output,rendered/exported audit artifact,high,high,False,True,False,exclude from evidence/canonical ingestion,
reports/forensic_export/source_export/runtime/obsidian_vault/Evidence/20260523_204053_498246.md,.md,191,yes,external-model-output,rendered/exported audit artifact,high,high,False,True,False,exclude from evidence/canonical ingestion,
reports/forensic_export/source_export/runtime/obsidian_vault/Evidence/20260523_204122_715088.md,.md,415,yes,external-model-output,rendered/exported audit artifact,high,high,False,True,False,exclude from evidence/canonical ingestion,
reports/forensic_export/source_export/runtime/obsidian_vault/Evidence/20260523_204427_843537.md,.md,191,yes,external-model-output,rendered/exported audit artifact,high,high,False,True,False,exclude from evidence/canonical ingestion,
reports/forensic_export/source_export/runtime/obsidian_vault/Evidence/20260523_204557_588315.md,.md,1743,yes,external-model-output,rendered/exported audit artifact,high,high,False,True,False,exclude from evidence/canonical ingestion,
reports/forensic_export/source_export/runtime/obsidian_vault/Reasoning/20260523_204053_498246.md,.md,492,yes,external-model-output,rendered/exported audit artifact,high,high,False,True,False,exclude from evidence/canonical ingestion,
reports/forensic_export/source_export/runtime/obsidian_vault/Reasoning/20260523_204122_715088.md,.md,1616,yes,external-model-output,rendered/exported audit artifact,high,high,False,True,False,exclude from evidence/canonical ingestion,
reports/forensic_export/source_export/runtime/obsidian_vault/Reasoning/20260523_204427_843537.md,.md,492,yes,external-model-output,rendered/exported audit artifact,high,high,False,True,False,exclude from evidence/canonical ingestion,
reports/forensic_export/source_export/runtime/obsidian_vault/Reasoning/20260523_204557_588315.md,.md,3615,yes,external-model-output,rendered/exported audit artifact,high,high,False,True,False,exclude from evidence/canonical ingestion,
reports/forensic_export/source_export/runtime/orchestrator/__init__.py,.py,89,yes,external-model-output,rendered/exported audit artifact,high,high,False,True,False,exclude from evidence/canonical ingestion,
reports/forensic_export/source_export/runtime/orchestrator/gemini_gemma.py,.py,7465,yes,external-model-output,rendered/exported audit artifact,high,high,False,True,False,exclude from evidence/canonical ingestion,
reports/forensic_export/source_export/runtime/orchestrator/knowledge_router.py,.py,5298,yes,external-model-output,rendered/exported audit artifact,high,high,False,True,True,exclude from evidence/canonical ingestion,
reports/forensic_export/source_export/runtime/project_scan.json,.json,8067,yes,external-model-output,rendered/exported audit artifact,high,high,False,True,False,exclude from evidence/canonical ingestion,
reports/forensic_export/source_export/runtime/prompts/system_prompt.txt,.txt,3605,yes,external-model-output,rendered/exported audit artifact,high,high,False,True,False,exclude from evidence/canonical ingestion,
reports/forensic_export/source_export/runtime/provenance_registry.json,.json,41551,yes,external-model-output,rendered/exported audit artifact,high,high,False,True,False,exclude from evidence/canonical ingestion,
reports/forensic_export/source_export/runtime/providers/__init__.py,.py,178,yes,external-model-output,rendered/exported audit artifact,high,high,False,True,False,exclude from evidence/canonical ingestion,
reports/forensic_export/source_export/runtime/providers/aureon_provider.py,.py,1212,yes,external-model-output,rendered/exported audit artifact,high,high,False,True,False,exclude from evidence/canonical ingestion,
reports/forensic_export/source_export/runtime/providers/base.py,.py,380,yes,external-model-output,rendered/exported audit artifact,high,high,False,True,False,exclude from evidence/canonical ingestion,
reports/forensic_export/source_export/runtime/providers/config.py,.py,11492,yes,external-model-output,rendered/exported audit artifact,high,high,False,True,False,exclude from evidence/canonical ingestion,
reports/forensic_export/source_export/runtime/providers/gemini_provider.py,.py,890,yes,external-model-output,rendered/exported audit artifact,high,high,False,True,False,exclude from evidence/canonical ingestion,
reports/forensic_export/source_export/runtime/providers/gemma_provider.py,.py,3858,yes,external-model-output,rendered/exported audit artifact,high,high,False,True,False,exclude from evidence/canonical ingestion,
reports/forensic_export/source_export/runtime/providers/openai_compatible.py,.py,1674,yes,external-model-output,rendered/exported audit artifact,high,high,False,True,False,exclude from evidence/canonical ingestion,
reports/forensic_export/source_export/runtime/requirements.txt,.txt,39,yes,external-model-output,rendered/exported audit artifact,high,high,False,True,False,exclude from evidence/canonical ingestion,
reports/forensic_export/source_export/runtime/retrieval/__init__.py,.py,38,yes,external-model-output,rendered/exported audit artifact,high,high,False,True,True,exclude from evidence/canonical ingestion,
reports/forensic_export/source_export/runtime/retrieval/linux/__init__.py,.py,188,yes,external-model-output,rendered/exported audit artifact,high,high,False,True,True,exclude from evidence/canonical ingestion,
reports/forensic_export/source_export/runtime/retrieval/linux/provenance_attach.py,.py,2690,yes,external-model-output,rendered/exported audit artifact,high,high,False,True,True,exclude from evidence/canonical ingestion,
reports/forensic_export/source_export/runtime/retrieval/linux/query_normalizer.py,.py,3874,yes,external-model-output,rendered/exported audit artifact,high,high,False,True,True,exclude from evidence/canonical ingestion,
reports/forensic_export/source_export/runtime/retrieval/linux/retrieval_engine.py,.py,12165,yes,external-model-output,rendered/exported audit artifact,high,high,False,True,True,exclude from evidence/canonical ingestion,
reports/forensic_export/source_export/runtime/retrieval/linux/scoring.py,.py,961,yes,external-model-output,rendered/exported audit artifact,high,high,False,True,True,exclude from evidence/canonical ingestion,
reports/forensic_export/source_export/runtime/router/__init__.py,.py,91,yes,external-model-output,rendered/exported audit artifact,high,high,False,True,False,exclude from evidence/canonical ingestion,
reports/forensic_export/source_export/runtime/router/local_router.py,.py,2954,yes,external-model-output,rendered/exported audit artifact,high,high,False,True,False,exclude from evidence/canonical ingestion,
reports/forensic_export/source_export/runtime/run.sh,.sh,397,yes,external-model-output,rendered/exported audit artifact,high,high,False,True,False,exclude from evidence/canonical ingestion,
reports/forensic_export/source_export/runtime/run_web.sh,.sh,364,yes,external-model-output,rendered/exported audit artifact,high,high,False,True,False,exclude from evidence/canonical ingestion,
reports/forensic_export/source_export/runtime/state/agent_state.json,.json,1366,yes,external-model-output,rendered/exported audit artifact,high,high,False,True,False,exclude from evidence/canonical ingestion,
reports/forensic_export/source_export/runtime/state/model_config.json,.json,40,yes,external-model-output,rendered/exported audit artifact,high,high,False,True,False,exclude from evidence/canonical ingestion,
reports/forensic_export/source_export/runtime/state/providers.json,.json,313,yes,external-model-output,rendered/exported audit artifact,high,high,False,True,False,exclude from evidence/canonical ingestion,
reports/forensic_export/source_export/runtime/tools/__init__.py,.py,50,yes,external-model-output,rendered/exported audit artifact,high,high,False,True,False,exclude from evidence/canonical ingestion,
reports/forensic_export/source_export/runtime/tools/browser_tools.py,.py,10150,yes,external-model-output,rendered/exported audit artifact,high,high,False,True,False,exclude from evidence/canonical ingestion,
reports/forensic_export/source_export/runtime/tools/build_rhcsa_library.py,.py,40708,yes,external-model-output,rendered/exported audit artifact,high,high,False,True,True,exclude from evidence/canonical ingestion,
reports/forensic_export/source_export/runtime/tools/epistemic_registry.py,.py,13781,yes,external-model-output,rendered/exported audit artifact,high,high,False,True,False,exclude from evidence/canonical ingestion,
reports/forensic_export/source_export/runtime/tools/executor.py,.py,8928,yes,external-model-output,rendered/exported audit artifact,high,high,False,True,False,exclude from evidence/canonical ingestion,
reports/forensic_export/source_export/runtime/tools/filesystem_tools.py,.py,4101,yes,external-model-output,rendered/exported audit artifact,high,high,False,True,False,exclude from evidence/canonical ingestion,
reports/forensic_export/source_export/runtime/tools/memory.py,.py,10112,yes,external-model-output,rendered/exported audit artifact,high,high,False,True,False,exclude from evidence/canonical ingestion,
reports/forensic_export/source_export/runtime/tools/memory_hats.py,.py,4251,yes,external-model-output,rendered/exported audit artifact,high,high,False,True,False,exclude from evidence/canonical ingestion,
reports/forensic_export/source_export/runtime/tools/project_scanner.py,.py,3738,yes,external-model-output,rendered/exported audit artifact,high,high,False,True,False,exclude from evidence/canonical ingestion,
reports/forensic_export/source_export/runtime/tools/rhcsa_search.py,.py,22225,yes,external-model-output,rendered/exported audit artifact,high,high,False,True,True,exclude from evidence/canonical ingestion,
reports/forensic_export/source_export/runtime/tools/shell_tools.py,.py,1407,yes,external-model-output,rendered/exported audit artifact,high,high,False,True,False,exclude from evidence/canonical ingestion,
reports/forensic_export/source_export/runtime/tools/system_info.py,.py,1234,yes,external-model-output,rendered/exported audit artifact,high,high,False,True,False,exclude from evidence/canonical ingestion,
reports/forensic_export/source_export/runtime/tools/validator.py,.py,7844,yes,external-model-output,rendered/exported audit artifact,high,high,False,True,False,exclude from evidence/canonical ingestion,
reports/forensic_export/source_export/runtime/tools/web_reader.py,.py,872,yes,external-model-output,rendered/exported audit artifact,high,high,False,True,False,exclude from evidence/canonical ingestion,
reports/forensic_export/source_export/runtime/webapp.py,.py,5272,yes,external-model-output,rendered/exported audit artifact,high,high,False,True,False,exclude from evidence/canonical ingestion,
reports/forensic_export/source_export/state/model_config.json,.json,36,yes,external-model-output,rendered/exported audit artifact,high,high,False,True,False,exclude from evidence/canonical ingestion,
reports/forensic_export/source_export/state/providers.json,.json,205,yes,external-model-output,rendered/exported audit artifact,high,high,False,True,False,exclude from evidence/canonical ingestion,
reports/forensic_export/source_export/tests/test_aoia_determinism.py,.py,1992,yes,external-model-output,rendered/exported audit artifact,high,high,False,True,False,exclude from evidence/canonical ingestion,
reports/forensic_export/source_export/tests/test_epistemic_kernel.py,.py,1712,yes,external-model-output,rendered/exported audit artifact,high,high,False,True,False,exclude from evidence/canonical ingestion,
reports/forensic_export/source_export/tests/test_epistemic_registry.py,.py,3299,yes,external-model-output,rendered/exported audit artifact,high,high,False,True,False,exclude from evidence/canonical ingestion,
reports/forensic_export/source_export/tests/test_epistemic_safeguards.py,.py,3012,yes,external-model-output,rendered/exported audit artifact,high,high,False,True,False,exclude from evidence/canonical ingestion,
reports/forensic_export/source_export/tests/test_executor_containment.py,.py,1863,yes,external-model-output,rendered/exported audit artifact,high,high,False,True,False,exclude from evidence/canonical ingestion,
reports/forensic_export/source_export/tests/test_knowledge_validator.py,.py,3940,yes,external-model-output,rendered/exported audit artifact,high,high,False,True,True,exclude from evidence/canonical ingestion,
reports/forensic_export/source_export/tests/test_linux_retrieval.py,.py,2928,yes,external-model-output,rendered/exported audit artifact,high,high,False,True,True,exclude from evidence/canonical ingestion,
reports/forensic_export/source_export/tests/test_main.py,.py,19366,yes,external-model-output,rendered/exported audit artifact,high,high,False,True,False,exclude from evidence/canonical ingestion,
reports/forensic_export/source_export/tests/test_rhcsa_retrieval.py,.py,2446,yes,external-model-output,rendered/exported audit artifact,high,high,False,True,True,exclude from evidence/canonical ingestion,
reports/forensic_export/source_export/tests/test_routing_boundary.py,.py,6708,yes,external-model-output,rendered/exported audit artifact,high,high,False,True,False,exclude from evidence/canonical ingestion,
reports/forensic_export/validation_report.md,.md,1643,yes,external-model-output,rendered/exported audit artifact,high,high,False,True,False,exclude from evidence/canonical ingestion,
reports/linux-engineering/rhcsa_existing_state_audit.md,.md,5591,yes,historical,Linux engineering audit,low,low,False,False,True,keep as historical knowledge audit,
retrieval/README.md,.md,288,yes,unknown-needs-review,supporting source-adjacent artifact,low,low,False,False,True,keep unless later scoped audit says otherwise,
runtime/adaptive_routing/aoia_config.json,.json,258,yes,unknown-needs-review,supporting source-adjacent artifact,low,low,False,False,False,keep unless later scoped audit says otherwise,
runtime/adaptive_routing/circadian_router.py,.py,794,yes,source-code,runtime/source component,low,low,False,False,False,keep unless later scoped audit says otherwise,
runtime/adaptive_routing/config_loader.py,.py,2446,yes,source-code,runtime/source component,low,low,False,False,False,keep unless later scoped audit says otherwise,
runtime/adaptive_routing/deterministic_router.py,.py,474,yes,source-code,runtime/source component,low,low,False,False,False,keep unless later scoped audit says otherwise,
runtime/adaptive_routing/dvm_research.md,.md,4364,yes,unknown-needs-review,supporting source-adjacent artifact,low,low,False,False,False,keep unless later scoped audit says otherwise,
runtime/adaptive_routing/environment/environment_router.py,.py,1135,yes,source-code,runtime/source component,low,low,False,False,False,keep unless later scoped audit says otherwise,
runtime/adaptive_routing/environment/network_patterns.md,.md,2674,yes,unknown-needs-review,supporting source-adjacent artifact,low,low,False,False,False,keep unless later scoped audit says otherwise,
runtime/adaptive_routing/environment/traffic_profiles.json,.json,388,yes,unknown-needs-review,supporting source-adjacent artifact,low,low,False,False,False,keep unless later scoped audit says otherwise,
runtime/adaptive_routing/epistemic_kernel.py,.py,12325,yes,source-code,runtime/source component,low,low,False,False,False,keep unless later scoped audit says otherwise,
runtime/adaptive_routing/routing_modes.json,.json,384,yes,unknown-needs-review,supporting source-adjacent artifact,low,low,False,False,False,keep unless later scoped audit says otherwise,
runtime/adaptive_routing/stdout_logger.py,.py,709,yes,source-code,runtime/source component,low,low,False,False,False,keep unless later scoped audit says otherwise,
runtime/commands/__init__.py,.py,174,yes,source-code,runtime/source component,low,low,False,False,True,keep unless later scoped audit says otherwise,
runtime/commands/base.py,.py,1076,yes,source-code,runtime/source component,low,low,False,False,True,keep unless later scoped audit says otherwise,
runtime/commands/local_commands.py,.py,19637,yes,source-code,runtime/source component,low,low,False,False,True,keep unless later scoped audit says otherwise,
runtime/contradiction_registry.json,.json,6987,no,generated-runtime,local generated runtime state,high,medium,True,False,False,keep ignored/local; never promote by path alone,
runtime/install.sh,.sh,1974,yes,source-code,runtime/source component,low,low,False,False,False,keep unless later scoped audit says otherwise,
runtime/knowledge/README.md,.md,974,yes,knowledge-asset,RHCSA/Linux knowledge or retrieval asset,low,low,False,False,True,retain or review for future knowledge-pack split,
